C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.14CEST22:27:39

 IdentList
----------

 # ;typed ident;            identifier             ;typ;             all types             ;     coord1 (ICRS,J2000/2000)      ;      coord4 (Gal,J2000/2000)      ;        pm         ;  plx  ; radvel  ;  redshift  ;    cz    ;Mag U ;Mag B ;Mag V ;Mag R ;Mag I ;  spec. type   ;morph. type;#bib;#not
---;-----------;-----------------------------------;---;-----------------------------------;-----------------------------------;-----------------------------------;-------------------;-------;---------;------------;----------;------;------;------;------;------;---------------;-----------;----;----
244;HD 131496  ;HD 131496                          ;PM*;*,PM*,IR                           ;223.3459513975379 +18.2354087030850;021.8117358078386 +60.5886703049865; 43.702 -34.116    ;   7.56;1.36     ;0.000005    ;1.36      ; 9.713; 8.828; 7.80 ;     ~;     ~;K0             ;~ ~ ~      ;  31;   1
245;HD 5608    ;HD 5608                            ;SB*;SB*,*,PM*,IR                       ;014.5592458271075 +33.9508842540386;124.5424449661184 -28.8996035873841; 36.419 -71.265    ;  17.18;-22.80   ;-0.000076   ;-22.80    ;     ~; 6.996; 5.980;     ~;     ~;K0III          ;~ ~ ~      ;  43;   1
246;HD 117253  ;HD 117253                          ;RG*;*,RG*,IR                           ;202.6053004647508 -58.6643552508992;307.9936696901891 +03.8237450210412; -25.939 -8.941    ;   6.62;1.43     ;0.000005    ;1.43      ; 8.63 ; 7.78 ; 6.77 ;     ~;     ~;K0III          ;~ ~ ~      ;  14;   0
247;HD 120084  ;HD 120084                          ;PM*;*,PM*,IR                           ;205.6633440051596 +78.0644386819231;119.5639032225521 +38.7268833535382; -65.088 46.199    ;   9.68;-8.80    ;-0.000029   ;-8.80     ;     ~; 6.916; 5.899;     ~;     ~;G7III          ;~ ~ ~      ;  39;   1
248;HD 102956  ;HD 102956                          ;*  ;*,IR                               ;177.8437961953921 +57.6407340810044;137.9723749824261 +57.6991303018251;-12.107 -17.578    ;   8.18;-25.95   ;-0.000087   ;-25.95    ;     ~; 8.825; 7.851; 8.21 ;     ~;K0III          ;~ ~ ~      ;  46;   1
249;HD 2638    ;HD 2638                            ;** ;**,*,PM*,IR                        ;007.4994669113413 -05.7639996509522;108.5444912999573 -68.0348311626826;-107.019 -223.039  ;  18.17;9.58     ;0.000032    ;9.58      ;     ~;10.33 ; 9.38 ; 9.10 ; 9.19 ;K1V            ;~ ~ ~      ;  62;   1
250;HD 3651    ;* 54 Psc                           ;PM*;*,*,*,PM*,PM*,PM*,V*,Ro*,IR,X      ;009.8408562975121 +21.2504766813144;119.1726460879306 -41.5331218495567;-462.056 -369.814  ;  89.79;-32.90   ;-0.000110   ;-32.90    ; 7.29 ; 6.71 ; 5.88 ; 5.21 ; 4.82 ;K0.5V          ;~ ~ ~      ; 528;   1
251;HD 165155  ;HD 165155                          ;PM*;*,PM*,IR                           ;271.4889572810879 -29.9172472336086;001.3789348324133 -04.3206794860087;  76.940 -1.485    ;  15.75;15.30    ;0.000051    ;15.30     ;     ~;10.20 ; 9.36 ;     ~;     ~;G8V            ;~ ~ ~      ;  28;   0
252;HD 145377  ;HD 145377                          ;*  ;*,*,IR                             ;242.9018604371988 -27.0781760677831;348.6384576623293 +17.5387418892629;  21.786 13.039    ;  18.67;11.61    ;0.000039    ;11.61     ;     ~; 8.73 ; 8.10 ;     ~;     ~;G3V            ;~ ~ ~      ;  54;   1
253;HD 16232   ;* 30 Ari B                         ;PM*;X,**,**,*,PM*,IR                   ;039.2406037051442 +24.6480562909606;151.4761418204424 -32.3095477427153;141.411 -10.677    ;  22.36;10.57    ;0.000035    ;10.57     ;     ~; 7.59 ; 7.09 ;     ~;     ~;F6V            ;~ ~ ~      ; 120;   1
254;HD 142245  ;HD 142245                          ;PM*;*,PM*,IR                           ;238.2345010439754 +15.4307055291914;026.9438348406036 +46.3834704043510;-57.477 -21.764    ;  10.26;6.92     ;0.000023    ;6.92      ;     ~; 8.492; 7.45 ;     ~;     ~;K0             ;~ ~ ~      ;  29;   1
255;HD 30669   ;HD 30669                           ;PM*;*,*,PM*,IR                         ;072.1186889580550 -28.4192949733511;229.0593105014451 -38.1054281226308; 237.622 50.932    ;  17.19;65.81    ;0.000220    ;65.82     ;     ~; 9.93 ; 9.11 ;     ~;     ~;G8/K0V         ;~ ~ ~      ;  44;   0
256;HD 1237    ;HD 1237                            ;PM*;**,*,PM*,IR,X                      ;004.0528297869596 -79.8511790940453;304.8713685293861 -37.1440633741954;433.908 -56.322    ;  56.93;-6.05    ;-0.000020   ;-6.05     ; 7.692; 7.335; 6.578;     ~;     ~;G8V            ;~ ~ ~      ; 196;   1
257;HD 10697   ;* 109 Psc                          ;PM*;*,PM*,IR                           ;026.2326045911754 +20.0831489600661;139.6713435187338 -41.0433756033130;-42.979 -104.889   ;  30.16;-45.88   ;-0.000153   ;-45.88    ;     ~; 6.984; 6.279;     ~;     ~;G3Va           ;~ ~ ~      ; 251;   2
258;HD 187123  ;HD 187123                          ;PM*;**,*,PM*,IR                        ;296.7421344201621 +34.4195221853125;069.4659608800307 +04.6800538728998;142.581 -123.603   ;  21.73;-17.05   ;-0.000057   ;-17.05    ;     ~;     ~;     ~; 7.4  ;     ~;G2V            ;~ ~ ~      ; 213;   1
259;HD 34445   ;HD 34445                           ;PM*;*,*,PM*,IR                         ;079.4207518154783 +07.3533485495403;195.0382309315853 -17.0218832452909;-0.811 -146.997    ;  21.67;-78.96   ;-0.000263   ;-78.95    ;     ~; 7.97 ; 7.33 ;     ~;     ~;G0             ;~ ~ ~      ;  65;   1
260;HD 16417   ;* lam02 For                        ;PM*;*,PM*,IR,UV                        ;039.2441997186700 -34.5779759585145;237.6929029412572 -66.2378401539325;-18.507 -258.869   ;  39.35;11.15    ;0.000037    ;11.15     ; 6.67 ; 6.45 ; 5.79 ;     ~;     ~;G1V            ;~ ~ ~      ; 177;   1
261;HD 141937  ;HD 141937                          ;PM*;*,PM*,IR                           ;238.0731172356100 -18.4360538545853;351.8887112998718 +26.7812241339857;  97.231 19.113    ;  29.95;-2.87    ;-0.000010   ;-2.87     ;     ~; 7.87 ; 7.25 ;     ~;     ~;G1V            ;~ ~ ~      ; 147;   1
262;HD 74156   ;HD 74156                           ;PM*;*,*,PM*,IR                         ;130.6046756022167 +04.5780962199486;221.9849660379660 +26.7051347106498;24.474 -200.293    ;  17.33;3.84     ;0.000013    ;3.84      ;     ~;     ~;     ~; 7.2  ;     ~;G1V            ;~ ~ ~      ; 197;   2
263;HD 187085  ;HD 187085                          ;PM*;*,*,PM*,IR,UV                      ;297.3915269927550 -37.7805483143867;002.2019602933389 -27.1199559980510; 8.465 -103.249    ;  21.76;15.38    ;0.000051    ;15.38     ;     ~; 7.78 ; 7.21 ;     ~;     ~;G0V            ;~ ~ ~      ;  74;   1
264;HD 9826    ;* ups And                          ;PM*;**,SB*,*,*,PM*,PM*,PM*,IR,UV,X     ;024.19934235 +41.40545674          ;132.00089408 -20.66615888          ;-173.33 -381.80    ;  74.12;-28.66   ;-0.000096   ;-28.66    ; 4.70 ; 4.64 ; 4.10 ; 3.64 ; 3.35 ;F9V            ;~ ~ ~      ; 890;   1
265;HD 40956   ;HD 40956                           ;*  ;*,IR                               ;091.6631435821292 +63.4538378255422;150.6128069434791 +19.3100101359646;  -35.510 8.623    ;   8.55;-15.28   ;-0.000051   ;-15.28    ; 8.280; 7.460; 6.450;     ~;     ~;K0             ;~ ~ ~      ;  13;   0
266;HD 163917  ;* nu. Oph                          ;PM*;*,PM*,IR,UV                        ;269.7566329704 -09.7736332922      ;018.1679599716 +06.9743925848      ;  -9.48 -116.69    ;  21.64;13.19    ;0.000044    ;13.19     ; 5.20 ; 4.33 ; 3.34 ; 2.64 ; 2.16 ;G9IIIa         ;~ ~ ~      ; 187;   1
267;HD 164922  ;HD 164922                          ;PM*;**,*,*,*,PM*,PM*,IR                ;270.6285936372129 +26.3130009397353;052.2978842957430 +21.7856639885136;389.653 -602.314   ;  45.42;20.24    ;0.000068    ;20.24     ;     ~; 7.79 ;     ~; 6.5  ;     ~;G9V            ;~ ~ ~      ; 182;   1
268;HD 156279  ;HD 156279                          ;PM*;*,PM*,IR                           ;258.0966880888445 +63.3520929844761;093.0854296623092 +35.0817357222519; -2.026 160.207    ;  27.60;-20.69   ;-0.000069   ;-20.69    ;     ~;     ~;     ~; 7.6  ;     ~;K0             ;~ ~ ~      ;  34;   1
269;HD 207832  ;HD 207832                          ;PM*;*,PM*,IR                           ;328.1511708271426 -26.0265592371978;024.0036478313787 -50.2148820475884;129.088 -143.004   ;  16.94;-16.63   ;-0.000055   ;-16.63    ;     ~; 9.48 ; 8.79 ;     ~;     ~;G5V            ;~ ~ ~      ;  61;   1
270;HD 132406  ;HD 132406                          ;PM*;*,PM*,IR                           ;224.2277130048954 +53.3821687170919;090.1493514113710 +55.0100280663126;-13.980 -280.386   ;  14.10;-37.80   ;-0.000126   ;-37.80    ; 9.300; 9.100;     ~; 8.1  ;     ~;G0V            ;~ ~ ~      ;  40;   1
271;HD 134060  ;HD 134060                          ;PM*;**,**,*,*,PM*,IR                   ;227.6864291427254 -61.4223226538786;318.8069969881773 -02.9211209606933;-185.588 -12.086   ;  41.62;37.92    ;0.000126    ;37.92     ;     ~; 6.91 ; 6.285; 6.16 ; 8.68 ;G0VFe+0.4      ;~ ~ ~      ; 105;   1
272;HD 213240  ;HD 213240                          ;PM*;**,*,*,PM*,PM*,PM*,IR              ;337.7515271512475 -49.4332687479611;343.7200210098304 -55.0725193635787;-136.026 -193.926  ;  24.44;-0.52    ;-0.000002   ;-0.52     ;     ~; 7.41 ; 6.80 ;     ~;     ~;G0/1V          ;~ ~ ~      ; 147;   1
273;HD 185269  ;HD 185269                          ;PM*;**,*,PM*,IR                        ;294.2989211557584 +28.4998617942014;063.2716878728193 +03.5806042708254;-31.499 -80.782    ;  19.20;0.58     ;0.000002    ;0.58      ;     ~; 7.266; 6.669; 7.46 ;     ~;G2V            ;~ ~ ~      ;  82;   1
274;HD 121504  ;HD 121504                          ;PM*;**,*,*,PM*,IR                      ;209.3218267054888 -56.0400434203003;312.0852738566931 +05.6570024121549;-249.170 -84.789   ;  23.98;19.60    ;0.000065    ;19.60     ;     ~; 8.12 ; 7.52 ;     ~;     ~;G2V            ;~ ~ ~      ; 145;   1
275;HD 8673    ;HD 8673                            ;** ;**,*,PM*,IR,UV,X                   ;021.5366099424208 +34.5797026729586;131.0002283893971 -27.7476972772237;236.277 -84.481    ;  26.38;19.20    ;0.000064    ;19.20     ;     ~; 6.78 ;     ~; 6.1  ;     ~;F7V            ;~ ~ ~      ;  96;   1
276;HD 283869  ;HD 283869                          ;PM*;*,*,*,*iC,PM*,IR                   ;071.9241688694196 +26.1502281496478;174.8809479108676 -12.1060315497555;113.234 -83.790    ;  21.00;39.41    ;0.000131    ;39.41     ;     ~;11.777;10.603;     ~;     ~;K7             ;~ ~ ~      ;  42;   0
277;HD 181342  ;HD 181342                          ;RG*;*,RG*,IR                           ;290.2676267267017 -23.6195698019672;014.5050654362949 -16.7283348837771;-46.597 -30.158    ;   8.28;-0.70    ;-0.000002   ;-0.70     ;     ~; 8.566; 7.55 ;     ~; 8.62 ;K0III          ;~ ~ ~      ;  39;   1
278;HD 148284  ;HD 148284                          ;PM*;*,PM*,IR                           ;246.4517326009927 +30.2651269086359;050.1039949111702 +43.3184402917478;-25.713 -82.217    ;   8.22;-36.08   ;-0.000120   ;-36.08    ;     ~; 9.75 ; 9.02 ;     ~;     ~;G0             ;~ ~ ~      ;  18;   0
279;HD 72892   ;HD 72892                           ;PM*;*,PM*,IR                           ;128.7191452541129 -14.4566974182178;238.3863188242811 +15.1922057400837;92.236 -170.404    ;  14.31;-38.64   ;-0.000129   ;-38.64    ;     ~; 9.50 ; 8.79 ;     ~;     ~;G5V            ;~ ~ ~      ;  17;   0
280;HD 143105  ;HD 143105                          ;*  ;*,IR,UV                            ;238.4023286542954 +68.7201143438119;102.9753269578417 +40.6256643466293;  2.196 -31.695    ;  21.35;15.94    ;0.000053    ;15.94     ;     ~; 7.27 ; 6.75 ;     ~;     ~;F5             ;~ ~ ~      ;  22;   0
281;HD 202432  ;HD 202432                          ;*  ;*,IR                               ;317.9183892214732 +70.4411433250296;106.4520789983013 +14.9826849975777;  22.100 28.109    ;   6.17;-2.22    ;-0.000007   ;-2.22     ;     ~; 8.10 ; 6.88 ;     ~;     ~;K2             ;~ ~ ~      ;   7;   0
282;HD 158038  ;HD 158038                          ;PM*;*,PM*,IR                           ;261.4393150664896 +27.3033183800739;050.3969146536872 +29.8662307400128; 44.616 -57.205    ;  10.51;19.76    ;0.000066    ;19.76     ;     ~; 8.515; 7.464;     ~;     ~;K1IV           ;~ ~ ~      ;  36;   1
283;HD 222076  ;HD 222076                          ;RG*;*,RG*,IR                           ;354.5331016577442 -70.9033561970883;311.2991881052600 -45.0150860235930; -85.079 25.569    ;  10.94;25.67    ;0.000086    ;25.67     ;     ~; 8.51 ; 7.48 ;     ~;     ~;K1III          ;~ ~ ~      ;  17;   0
284;HD 73534   ;HD 73534                           ;PM*;*,PM*,IR                           ;129.8158460399396 +12.9603745770581;213.0528367467036 +29.6981965014543;-114.056 -93.903   ;  11.97;10.08    ;0.000034    ;10.08     ;     ~; 9.21 ; 8.24 ;     ~;     ~;G5             ;~ ~ ~      ;  40;   1
285;HD 101930  ;HD 101930                          ;PM*;**,*,PM*,PM*,PM*,IR                ;175.8754723705158 -58.0068824570694;294.0103377507755 +03.6832610162652; 16.689 348.997    ;  33.27;18.30    ;0.000061    ;18.30     ;     ~; 9.12 ; 8.21 ;     ~;     ~;K2V+           ;~ ~ ~      ;  84;   1
286;HD 16141   ;* 79 Cet                           ;PM*;**,*,PM*,PM*,PM*,IR                ;038.8330385908175 -03.5606029699000;173.9399225804547 -55.7785449786612;-155.582 -437.987  ;  26.44;-50.96   ;-0.000170   ;-50.96    ;     ~; 7.49 ; 6.78 ;     ~;     ~;G2V            ;~ ~ ~      ; 263;   1
287;HD 9578    ;HD 9578                            ;*  ;*,*,IR                             ;023.3214359717650 -38.2450165179422;267.2729474459193 -75.8400027905598;-31.415 -38.109    ;  17.79;-3.95    ;-0.000013   ;-3.95     ;     ~; 8.788; 8.20 ;     ~;     ~;G1V            ;~ ~ ~      ;  40;   1
288;HD 111998  ;* 38 Vir                           ;** ;**,*,PM*,PM*,IR,UV,X               ;193.2964851105058 -03.5530967095925;303.7866554244807 +59.3157522427529;-262.638 -3.853    ;  30.07;-7.30    ;-0.000024   ;-7.30     ;     ~; 6.61 ; 6.11 ;     ~;     ~;F6V            ;~ ~ ~      ;  76;   0
289;HD 4917    ;HD 4917                            ;*  ;*,IR                               ;012.7761562564330 -12.9276029072926;122.6008766369364 -75.7991386707225; 24.032 -14.373    ;   4.87;-11.30   ;-0.000038   ;-11.30    ;     ~; 9.08 ; 8.04 ;     ~;     ~;K0III/IV       ;~ ~ ~      ;  13;   0
290;HD 218566  ;HD 218566                          ;PM*;*,PM*,PM*,IR                       ;347.2946958608312 -02.2607459357683;074.0136921745985 -55.1067030703997;631.520 -97.214    ;  34.66;-37.80   ;-0.000126   ;-37.80    ;     ~; 9.641; 9.208; 9.105; 8.73 ;K3V            ;~ ~ ~      ;  82;   1
291;BD+14 4559 ;BD+14 4559                         ;PM*;*,PM*,IR                           ;318.3999586470991 +14.6893845985178;064.4176867821631 -22.6309277728629; 233.993 -0.275    ;  20.23;-44.46   ;-0.000148   ;-44.46    ;     ~;     ~;     ~; 9.1  ;     ~;K5             ;~ ~ ~      ;  27;   1
292;HD 28305   ;* eps Tau                          ;** ;*,*,*iC,IR,UV,X,X,**,*             ;067.1541617392 +19.1804290564      ;177.5963733678 -19.9236596328      ;  106.19 -37.84    ;  22.24;38.42    ;0.000128    ;38.42     ; 5.42 ; 4.54 ; 3.53 ;     ~;     ~;G9.5IIICN0.5   ;~ ~ ~      ; 544;   1
293;HD 120457  ;HD 120457                          ;RG*;*,RG*,IR                           ;207.5808166662171 -39.9008575246550;315.0336215160655 +21.5831209738468;   4.960 -9.768    ;   8.59;-3.08    ;-0.000010   ;-3.08     ;     ~; 7.446; 6.431;     ~;     ~;K1III          ;~ ~ ~      ;  15;   0
294;HD 171238  ;HD 171238                          ;PM*;*,*,PM*,IR                         ;278.6819832041813 -28.0723151419056;005.9455137221197 -09.0545150659817;-29.578 -109.110   ;  22.29;21.11    ;0.000070    ;21.11     ;     ~; 9.41 ; 8.65 ;     ~;     ~;G8V            ;~ ~ ~      ;  47;   1
295;HD 142415  ;HD 142415                          ;PM*;X,*,*,PM*,IR                       ;239.4199662471891 -60.2002563248756;324.1779054897834 -05.2538984950953;-112.801 -101.835  ;  28.11;-11.75   ;-0.000039   ;-11.75    ;     ~; 7.94 ; 7.34 ;     ~;     ~;G1V            ;~ ~ ~      ;  93;   1
296;HD 20367   ;HD 20367                           ;PM*;*,*,PM*,IR,UV,X                    ;049.4168610712092 +31.1270440092508;156.3201024992210 -22.1015585966359;-101.802 -57.909   ;  38.28;6.43     ;0.000021    ;6.43      ;     ~; 6.962; 6.399;     ~;     ~;F8V            ;~ ~ ~      ; 117;   1
297;HD 31253   ;HD 31253                           ;PM*;**,*,*,PM*,IR,UV                   ;073.6818902610804 +12.3521943795250;187.3920962790593 -19.0441844980455; 90.177 -42.749    ;  17.17;12.15    ;0.000041    ;12.15     ;     ~; 7.712; 7.13 ; 7.03 ;     ~;F8             ;~ ~ ~      ;  60;   1
298;HD 214823  ;HD 214823                          ;PM*;*,PM*,IR                           ;340.0827947937692 +31.7875960271231;092.8592866271141 -23.3191522876251; 81.220 -18.053    ;   9.84;-44.54   ;-0.000149   ;-44.54    ;     ~; 8.68 ; 8.07 ;     ~;     ~;G0             ;~ ~ ~      ;  27;   0
299;HD 33844   ;HD 33844                           ;RG*;*,RG*,IR                           ;078.1504185921929 -14.9511112585036;215.8968409081250 -28.4943181928515;  32.832 31.057    ;   9.42;36.49    ;0.000122    ;36.49     ;     ~; 8.33 ; 7.29 ;     ~;     ~;K0III          ;~ ~ ~      ;  35;   0
300;HD 42936   ;HD 42936                           ;PM*;*,PM*,PM*,PM*,IR                   ;091.6243734410839 -72.5126539301625;283.2096353892724 -29.1446358081300;-1.412 -383.637    ;  21.30;34.08    ;0.000114    ;34.08     ;     ~;10.00 ; 9.09 ;     ~;     ~;K0IV/V         ;~ ~ ~      ;  28;   0
301;HD 137388  ;HD 137388                          ;PM*;**,*,PM*,V*,IR                     ;233.9163365189238 -80.2045940098242;309.7433987775654 -19.5823401148325; -49.570 41.135    ;  24.67;26.01    ;0.000087    ;26.01     ;     ~; 9.59 ; 8.70 ; 8.42 ; 8.37 ;K2IV           ;~ ~ ~      ;  52;   1
302;HD 210277  ;HD 210277                          ;PM*;*,PM*,PM*,IR                       ;332.3744404974725 -07.5486563930175;052.3503787908150 -46.9651376798105;85.462 -450.544    ;  46.92;-20.86   ;-0.000070   ;-20.85    ;     ~; 8.85 ; 8.57 ; 7.36 ;     ~;G8V            ;~ ~ ~      ; 299;   2
303;HD 70642   ;HD 70642                           ;PM*;*,PM*,PM*,IR                       ;125.3672383186458 -39.7054111185739;257.6123327519351 -01.6727496822982;-201.989 224.817   ;  34.13;49.40    ;0.000165    ;49.40     ;     ~; 7.89 ; 7.18 ;     ~;     ~;G6VCN+0.5      ;~ ~ ~      ; 137;   1
304;HD 204313  ;HD 204313                          ;PM*;*,PM*,IR                           ;322.0508586239121 -21.7262546240314;028.0278471343988 -43.7280760623761;42.759 -270.523    ;  20.89;-9.82    ;-0.000033   ;-9.82     ;     ~; 8.696; 8.02 ; 7.76 ;     ~;G5V            ;~ ~ ~      ;  82;   2
305;HD 219828  ;HD 219828                          ;*  ;*,IR                               ;349.6947259383917 +18.6457264375036;094.2657920689891 -39.0135121917655;   -5.075 6.037    ;  13.65;-24.21   ;-0.000081   ;-24.21    ;     ~; 8.68 ; 8.01 ;     ~;     ~;G0IV           ;~ ~ ~      ;  84;   1
306;HD 108147  ;HD 108147                          ;PM*;*,*,PM*,IR                         ;186.4427793025954 -64.0220875076097;300.1252850961703 -01.2902956993869;-182.519 -60.777   ;  25.66;-5.05    ;-0.000017   ;-5.05     ;     ~; 7.532; 6.994;     ~;     ~;F8/G0V         ;~ ~ ~      ; 153;   1
307;HD 212301  ;HD 212301                          ;PM*;**,*,*,PM*,IR                      ;336.8788399701671 -77.7179249492881;311.9090548515992 -36.7804235730717; 76.862 -92.203    ;  18.41;4.65     ;0.000016    ;4.65      ;     ~; 8.31 ; 7.76 ;     ~;     ~;F8V            ;~ ~ ~      ;  73;   1
308;HD 169830  ;HD 169830                          ;*  ;**,*,*,*,IR,UV                     ;276.9561883368242 -29.8168627143700;003.6867595078648 -08.4711268310680;  -0.489 16.453    ;  26.56;-17.27   ;-0.000058   ;-17.27    ;     ~; 6.406; 5.902; 7.01 ;     ~;F7V            ;~ ~ ~      ; 243;   1
309;HD 142022  ;HD 142022                          ;PM*;**,*,PM*,PM*,PM*,IR                ;242.5626119130112 -84.2316149200386;307.7202554493447 -23.3173121350397;-337.055 -31.202   ;  29.14;-9.84    ;-0.000033   ;-9.84     ;     ~; 8.47 ; 7.69 ;     ~;     ~;G9IV-V         ;~ ~ ~      ;  86;   1
310;HD 13167   ;HD 13167                           ;PM*;*,PM*,IR                           ;032.0574276177993 -24.6954108222854;209.2148138611382 -72.5791434944264; 43.891 -38.204    ;   6.69;16.16    ;0.000054    ;16.16     ;     ~; 8.99 ; 8.33 ;     ~;     ~;G3V            ;~ ~ ~      ;  13;   0
311;HD 114613  ;HD 114613                          ;PM*;*,PM*,IR,UV,X                      ;198.0132638305142 -37.8030220169889;307.4194989282931 +24.8890331827745;-381.634 46.091    ;  49.27;-13.04   ;-0.000043   ;-13.04    ; 5.86 ; 5.55 ; 4.85 ; 4.28 ; 3.92 ;G3V            ;~ ~ ~      ; 165;   0
312;HD 1461    ;HD 1461                            ;PM*;*,PM*,PM*,IR,UV                    ;004.6744473684421 -08.0530016007933;099.3026434099358 -69.4088186347323;417.875 -143.768   ;  42.61;-10.14   ;-0.000034   ;-10.14    ;     ~; 7.14 ; 6.46 ;     ~;     ~;G3VFe0.5       ;~ ~ ~      ; 318;   1
313;HD 203473  ;HD 203473                          ;PM*;*,PM*,PM*,IR                       ;320.5786420752125 +05.0235879458313;057.2344095573604 -30.1633584413532; 181.478 -1.331    ;  13.74;-61.85   ;-0.000206   ;-61.85    ;     ~;     ~;     ~; 7.8  ;     ~;G6V            ;~ ~ ~      ;  35;   0
314;HD 17051   ;* iot Hor                          ;PM*;*,*,PM*,PM*,IR,UV,X                ;040.6394436828442 -50.8002933950417;268.8095906111170 -58.3236233744893;333.826 219.488    ;  57.71;16.93    ;0.000056    ;16.93     ;     ~; 5.97 ; 5.40 ;     ~;     ~;F8V            ;~ ~ ~      ; 341;   1
315;HD 135760  ;HD 135760                          ;RG*;*,RG*,PM*,IR                       ;229.5722088933233 -41.4205716371297;330.3836713241201 +13.4931424272049;-123.921 -121.806  ;  12.68;0.21     ;0.000001    ;0.21      ;     ~; 8.10 ; 7.03 ;     ~;     ~;K1IIICNII      ;~ ~ ~      ;  19;   0
316;HD 178911 B;HD 178911B                         ;PM*;**,*,PM*,PM*,IR                    ;287.2629100752796 +34.5998536929295;065.9915994904591 +11.6937106369941; 57.177 195.900    ;  24.38;-40.32   ;-0.000134   ;-40.32    ;     ~; 8.71 ;     ~; 7.3  ;     ~;G5             ;~ ~ ~      ; 113;   1
317;HD 4113    ;HD 4113                            ;PM*;**,*,PM*,IR                        ;010.8024819607437 -37.9826331687303;311.4655159077796 -79.0089342591818;49.344 -114.176    ;  23.85;5.13     ;0.000017    ;5.13      ;     ~; 8.61 ; 7.88 ;     ~;     ~;G5V            ;~ ~ ~      ;  68;   1
318;HD 24040   ;HD 24040                           ;PM*;*,PM*,PM*,PM*,IR                   ;057.5956993320204 +17.4763681529944;172.2919754049949 -27.7806260141193;113.215 -251.033   ;  21.42;-9.34    ;-0.000031   ;-9.34     ;     ~; 8.18 ;     ~; 7.1  ;     ~;G1             ;~ ~ ~      ; 101;   1
319;HD 1605    ;HD 1605                            ;PM*;*,PM*,IR                           ;005.1313288183992 +30.9748059372083;115.1662300296283 -31.4303893089925;  84.836 59.262    ;  11.23;9.93     ;0.000033    ;9.93      ;     ~; 8.55 ; 7.52 ;     ~;     ~;K1IV           ;~ ~ ~      ;  38;   0
320;HD 208897  ;HD 208897                          ;PM*;*,PM*,IR                           ;329.7487152488967 +19.0203022467840;076.0390360551460 -27.7517897584773; 76.559 -33.258    ;  14.79;-14.58   ;-0.000049   ;-14.58    ; 8.420; 7.520; 6.510;     ~;     ~;K0             ;~ ~ ~      ;  19;   0
321;HD 28185   ;HD 28185                           ;PM*;**,*,PM*,IR                        ;066.6096779280288 -10.5508181915783;205.5933401570679 -36.9309896440603; 84.071 -59.750    ;  25.36;50.32    ;0.000168    ;50.33     ;     ~; 8.52 ; 7.81 ;     ~;     ~;G6.5IV-V       ;~ ~ ~      ; 158;   1
322;HD 217014  ;* 51 Peg                           ;Ro*;**,**,*,V*?,PM*,V*,Ro*,IR,UV       ;344.3665850697809 +20.7688284001983;090.0626330506709 -34.7272641837292; 207.363 62.094    ;  64.65;-33.17   ;-0.000111   ;-33.16    ; 6.39 ; 6.16 ; 5.46 ; 4.97 ; 4.61 ;G2IV           ;~ ~ ~      ;1076;   1
323;HD 52265   ;HD 52265                           ;PM*;*,*,PM*,IR,UV                      ;105.0751488133838 -05.3671606916869;218.7173046975533 -00.4809820561760;-116.524 80.467    ;  33.33;53.84    ;0.000180    ;53.84     ;     ~; 6.845; 6.282;     ~;     ~;G0V            ;~ ~ ~      ; 287;   1
324;HD 40979   ;HD 40979                           ;PM*;**,*,*,PM*,IR,UV                   ;091.1247622055704 +44.2604437994142;168.4949860113036 +10.8715893823737;95.210 -152.903    ;  29.31;32.47    ;0.000108    ;32.47     ;     ~;     ~;     ~; 6.4  ;     ~;F8             ;~ ~ ~      ; 135;   1
325;HD 179949  ;HD 179949                          ;BY*;*,*,PM*,V*,BY*,IR,UV,X,X           ;288.8884586922154 -24.1793537145506;013.4555475025672 -15.7859442009445;118.552 -102.235   ;  36.39;-24.62   ;-0.000082   ;-24.62    ;     ~; 6.772; 6.237;     ~;     ~;F8V            ;~ ~ ~      ; 352;   1
326;HD 205739  ;HD 205739                          ;PM*;*,*,PM*,IR                         ;324.5350163104362 -31.7374835163953;014.6137527728829 -47.9992071415506; 21.914 -82.166    ;  10.78;8.92     ;0.000030    ;8.92      ;     ~; 9.09 ; 8.54 ;     ~;     ~;F7V            ;~ ~ ~      ;  35;   1
327;HD 103197  ;HD 103197                          ;PM*;*,PM*,IR                           ;178.2207425829454 -50.2928220104217;293.4484920195218 +11.4976249236027;  -80.938 7.188    ;  17.47;-4.40    ;-0.000015   ;-4.40     ;     ~;10.31 ; 9.39 ;     ~;     ~;K1V(p)         ;~ ~ ~      ;  42;   1
328;HD 143361  ;HD 143361                          ;PM*;*,PM*,IR                           ;240.4597841887241 -44.4345398611847;334.9694296790872 +06.2739833382429;-156.502 -120.222  ;  14.57;-0.53    ;-0.000002   ;-0.53     ;     ~; 9.93 ; 9.16 ;     ~;     ~;G6V            ;~ ~ ~      ;  49;   1
329;HD 163607  ;HD 163607                          ;PM*;*,PM*,PM*,IR                       ;268.4187282286071 +56.3919552239686;084.6138317435246 +30.1728987459543;-75.837 119.576    ;  14.72;-10.22   ;-0.000034   ;-10.22    ;     ~; 8.762; 7.979; 7.80 ;     ~;G5IV           ;~ ~ ~      ;  50;   1
