recno,Star,Teff,e_Teff,logg,e_logg,loggHIP,e_loggHIP,[Fe/H],e_[Fe/H],vtur,e_vtur,loggcor,SimbadName,_RA,_DE
523,"HD101367",5615,27.0,4.38,0.05,4.32,0.08,0.29,0.02,0.91,0.04,4.38,"HD101367",174.9831,-4.96082
442,"HD104263",5477,23.0,4.34,0.04,4.42,0.06,0.02,0.02,0.81,0.03,4.37,"HD104263",180.1144,-4.54881
196,"HD103720",4949,45.0,4.38,0.11,4.61,0.08,-0.01,0.03,0.7,0.1,4.56,"HD103720",179.17161,-2.77895
924,"HD119638",6069,16.0,4.42,0.03,4.35,0.03,-0.15,0.01,1.22,0.02,4.31,"HD119638",206.18584,-14.22518
828,"HD116410",5939,24.0,4.43,0.03,4.42,0.09,0.23,0.02,1.07,0.03,4.35,"HD116410",200.92174,-15.11802
616,"HD122474",5716,23.0,4.37,0.03,4.44,0.12,0.13,0.02,0.88,0.03,4.34,"HD122474",210.58356,-12.03712
142,"HD119503",4810,59.2,4.32,0.16,4.57,0.09,-0.02,0.02,0.53,0.16,4.55,"HD119503",205.92423,-9.47559
604,"HD115902",5705,24.0,4.39,0.05,4.43,0.11,-0.01,0.02,0.86,0.03,4.37,"HD115902",200.09193,-9.05972
430,"HD113101",5456,26.0,4.37,0.05,4.47,0.09,-0.07,0.02,0.66,0.04,4.41,"HD113101",195.33125,-8.44038
690,"HD119173",5779,44.0,4.26,0.04,4.48,0.09,-0.62,0.03,0.52,0.11,4.22,"HD119173",205.42785,-4.02941
921,"HD115341",6058,22.0,4.55,0.04,4.41,0.05,-0.01,0.02,1.1,0.03,4.44,"HD115341",199.16697,-5.5735
586,"HD125184",5680,30.0,4.1,0.05,4.11,0.04,0.27,0.03,1.13,0.03,4.08,"HD125184",214.50303,-7.54239
267,"HD125455",5095,29.0,4.4,0.07,4.5,0.03,-0.21,0.02,0.56,0.07,4.53,"HD125455",214.89526,-5.15119
360,"HD123265",5338,44.0,4.29,0.07,4.42,0.06,0.19,0.03,0.85,0.08,4.36,"HD123265",211.672,-5.51834
422,"HD124292",5443,22.0,4.37,0.04,4.44,0.02,-0.13,0.02,0.77,0.03,4.41,"HD124292",213.1885,-3.32008
375,"HD130322",5365,29.0,4.37,0.05,4.51,0.06,-0.02,0.02,0.9,0.04,4.43,"HD130322",221.88635,-0.28148
770,"HD129229",5872,21.0,3.89,0.04,3.67,0.29,-0.42,0.02,1.37,0.03,3.83,"HD129229",220.32837,3.44877
327,"HD110557",5267,29.0,4.36,0.05,4.62,0.13,-0.06,0.02,0.71,0.06,4.45,"HD110557",190.78709,-5.74023
14,"BD-053596",4499,72.1,4.25,0.3,4.63,0.09,-0.3,0.06,0.23,0.59,4.58,"BD-053596",193.73336,-6.3386
1045,"HD112283",6433,71.0,4.84,0.05,4.45,0.05,-0.13,0.05,1.86,0.15,4.58,"HD112283",193.92049,-3.55066
251,"HD114783",5060,72.0,4.37,0.16,4.52,0.04,0.03,0.04,0.76,0.13,4.51,"HD114783",198.18244,-2.26504
708,"HD107148",5805,25.0,4.4,0.02,4.37,0.06,0.31,0.02,0.93,0.03,4.35,"HD107148",184.80621,-3.31979
781,"HD109098",5888,16.0,4.14,0.02,4.08,0.04,0.06,0.01,1.24,0.02,4.07,"HD109098",188.01854,-1.77236
390,"HD111515",5398,18.0,4.47,0.02,4.44,0.04,-0.61,0.01,0.71,0.04,4.52,"HD111515",192.43678,1.18804
821,"HD90936",5928,27.0,4.48,0.03,4.45,0.06,0.03,0.02,1.04,0.03,4.4,"HD90936",157.38929,-18.24389
610,"HD90722",5711,33.0,4.28,0.05,4.28,0.06,0.31,0.03,1.06,0.04,4.26,"HD90722",157.05803,-16.28916
722,"HD92719",5824,16.0,4.51,0.03,4.48,0.02,-0.1,0.01,0.96,0.02,4.46,"HD92719",160.55551,-13.78771
896,"HD92547",6020,33.0,4.45,0.03,4.32,0.07,-0.37,0.02,1.14,0.05,4.35,"HD92547",160.23352,-13.12953
803,"HD90081",5912,25.0,4.34,0.03,4.33,0.06,-0.2,0.02,1.08,0.03,4.27,"HD90081",155.89428,-12.48664
45,"BD-053176",4586,113.7,4.22,0.34,4.54,0.15,0.01,0.07,0.22,0.63,4.52,"BD-053176",164.60153,-6.73724
637,"HD89454",5728,17.0,4.47,0.03,4.54,0.05,0.12,0.01,0.96,0.02,4.44,"HD89454",154.81784,-11.37851
341,"HD89147",5310,33.0,4.45,0.05,4.58,0.12,-0.09,0.02,0.76,0.06,4.53,"HD89147",154.23099,-8.91605
83,"BD-082823",4672,104.5,4.33,0.26,4.54,0.1,-0.04,0.06,0.55,0.31,4.6,"BD-082823",150.19884,-9.51668
392,"HD86171",5400,20.0,4.47,0.03,4.54,0.06,-0.25,0.01,0.81,0.03,4.52,"HD86171",149.16016,-8.83456
952,"HD87838",6118,33.0,4.47,0.03,4.36,0.05,-0.4,0.02,1.33,0.05,4.34,"HD87838",151.89087,-6.4392
424,"HD90711",5444,39.0,4.4,0.06,4.49,0.04,0.24,0.03,0.92,0.06,4.44,"HD90711",157.05062,-6.60058
776,"HD97037",5883,14.0,4.34,0.02,4.27,0.02,-0.07,0.01,1.13,0.01,4.27,"HD97037",167.5556,-7.3894
477,"HD100777",5536,26.0,4.33,0.05,4.4,0.07,0.25,0.02,0.81,0.04,4.35,"HD100777",173.96468,-4.75569
382,"HD98281",5381,23.0,4.42,0.04,4.49,0.02,-0.26,0.02,0.64,0.04,4.48,"HD98281",169.59171,-5.0673
16,"BD-012505",4503,121.6,4.13,0.38,4.66,0.07,-0.07,0.02,0.24,0.72,4.46,"BD-012505",169.30694,-1.98185
415,"HD102843",5432,32.0,4.35,0.05,4.63,0.1,0.16,0.02,0.79,0.05,4.4,"HD102843",177.58721,-1.25246
649,"HD92788",5744,24.0,4.39,0.04,4.36,0.04,0.27,0.02,0.95,0.03,4.36,"HD92788",160.7022,-2.18376
399,"HD93351",5408,25.0,4.41,0.05,4.42,0.1,-0.23,0.02,0.57,0.05,4.46,"HD93351",161.67755,-1.68796
54,"BD-002387",4610,119.0,4.22,0.33,4.56,0.1,0.11,0.06,0.44,0.31,4.51,"BD-002387",163.76762,-0.80524
1024,"HD95922",6293,37.0,4.63,0.03,4.34,0.06,-0.06,0.02,1.23,0.05,4.43,"HD95922",166.00612,-0.03103
277,"HD92588",5105,24.0,3.6,0.05,3.7,0.03,-0.02,0.02,0.94,0.03,3.73,"HD92588",160.35077,-1.74149
559,"HD88725",5654,17.0,4.49,0.03,4.34,0.04,-0.64,0.01,0.86,0.03,4.48,"HD88725",153.53473,3.1513
598,"HD104800",5697,25.0,4.47,0.02,4.35,0.13,-0.79,0.02,0.87,0.05,4.45,"HD104800",181.02318,3.34075
875,"HD109684",5992,18.0,4.38,0.02,4.27,0.11,-0.34,0.01,1.22,0.03,4.29,"HD109684",189.11851,10.72984
528,"HD166745",5621,36.0,4.31,0.05,4.37,0.1,0.25,0.03,0.98,0.04,4.31,"HD166745",273.38846,-33.49906
525,"HD161612",5616,22.0,4.45,0.04,4.51,0.03,0.16,0.02,0.88,0.03,4.45,"HD161612",266.98979,-34.01887
1034,"HD169830",6361,25.0,4.21,0.03,4.1,0.02,0.18,0.02,1.56,0.02,3.98,"HD169830",276.95618,-29.81686
512,"HD170958",5599,49.0,4.83,0.07,4.76,0.14,-0.04,0.03,1.38,0.08,4.83,"HD170958",278.35364,-29.86683
293,"HD156423",5169,32.3,4.4,0.07,4.51,0.12,-0.45,0.02,0.39,0.09,4.5,"HD156423",259.68247,-29.49039
1029,"HD160089",6312,57.0,4.78,0.05,4.45,0.08,0.11,0.04,1.6,0.1,4.57,"HD160089",264.77484,-26.93756
363,"HD162236",5343,25.0,4.43,0.04,4.56,0.07,-0.12,0.02,0.82,0.04,4.5,"HD162236",267.78055,-27.39637
364,"HD167359",5348,30.0,4.46,0.05,4.56,0.07,-0.19,0.02,0.67,0.06,4.53,"HD167359",273.95446,-23.81595
362,"HD165920",5339,55.0,4.39,0.08,4.47,0.05,0.29,0.04,0.79,0.1,4.46,"HD165920",272.32366,-22.90844
766,"HD165131",5870,15.0,4.45,0.03,4.44,0.07,0.06,0.01,0.99,0.02,4.39,"HD165131",271.34469,-21.67317
560,"HD171665",5655,12.0,4.41,0.01,4.44,0.03,-0.05,0.01,0.89,0.01,4.4,"HD171665",279.3035,-25.67127
129,"HD168863",4782,80.0,4.28,0.23,4.5,0.09,0.18,0.07,0.37,0.36,4.51,"HD168863",275.66482,-18.02101
79,"HD176535",4662,40.0,4.26,0.16,4.64,0.07,-0.11,0.08,0.03,0.83,4.53,"HD176535",285.3312,-13.69068
1013,"HD173885",6264,35.0,4.37,0.03,4.06,0.08,-0.2,0.02,1.61,0.05,4.18,"HD173885",282.04919,-14.70836
824,"HD156991",5934,32.0,4.57,0.02,4.58,0.12,-0.07,0.03,0.99,0.05,4.49,"HD156991",260.38172,-22.92593
785,"HD156079",5892,17.0,4.24,0.03,4.11,0.07,0.28,0.01,1.16,0.02,4.17,"HD156079",259.09956,-21.85795
428,"HD157172",5451,27.0,4.39,0.05,4.5,0.05,0.11,0.02,0.77,0.04,4.43,"HD157172",260.64402,-19.61618
284,"HD157668",5130,34.8,4.36,0.07,4.57,0.1,-0.27,0.02,0.58,0.08,4.48,"HD157668",261.3162,-17.42204
431,"HD151504",5457,31.0,4.36,0.04,4.41,0.06,0.06,0.02,0.87,0.05,4.4,"HD151504",252.13433,-19.28777
878,"HD153276",6000,32.0,4.48,0.05,4.36,0.07,0.04,0.03,1.12,0.04,4.38,"HD153276",254.74167,-15.812
103,"HD152533",4717,85.6,4.32,0.2,4.57,0.08,-0.05,0.04,0.35,0.42,4.58,"HD152533",253.62774,-14.58325
23,"BD-145003",4531,94.9,4.18,0.32,4.67,0.18,-0.5,0.06,0.32,0.54,4.5,"BD-145003",275.13034,-14.36154
496,"HD168746",5568,17.0,4.33,0.03,4.3,0.05,-0.1,0.01,0.81,0.02,4.34,"HD168746",275.45743,-11.92268
439,"HD167677",5474,20.0,4.43,0.03,4.35,0.09,-0.29,0.01,0.65,0.03,4.47,"HD167677",274.20646,-11.40586
402,"HD171587",5412,15.0,4.59,0.02,4.38,0.06,-0.64,0.01,0.76,0.04,4.64,"HD171587",279.03842,-10.89071
57,"HD168159",4618,62.0,4.33,0.17,4.54,0.05,-0.12,0.03,0.54,0.25,4.62,"HD168159",274.6695,-6.70104
15,"BD-064756",4502,128.2,4.26,0.45,4.7,0.1,-0.2,0.04,0.49,0.37,4.59,"BD-064756",276.20504,-6.35396
62,"HD160836",4628,80.6,4.27,0.23,4.66,0.08,-0.15,0.03,0.43,0.31,4.56,"HD160836",265.60508,-9.07602
994,"BD-084501",6216,84.0,4.81,0.07,4.76,0.33,-1.39,0.06,2.36,0.73,4.64,"BD-084501",266.86655,-8.77993
753,"HD161555",5850,25.0,4.15,0.04,4.07,0.08,0.12,0.02,1.23,0.02,4.09,"HD161555",266.6325,-7.98566
491,"HD161098",5560,15.0,4.46,0.02,4.46,0.03,-0.27,0.01,0.79,0.02,4.47,"HD161098",265.93439,-3.91786
1046,"HD163102",6433,57.0,4.64,0.1,4.33,0.05,0.0,0.04,1.94,0.09,4.38,"HD163102",268.62429,-3.46245
206,"HD183870",4961,33.0,4.41,0.08,4.59,0.03,-0.09,0.02,0.65,0.08,4.58,"HD183870",293.02793,-11.27494
758,"HD177758",5862,23.0,4.41,0.02,4.21,0.04,-0.58,0.02,1.11,0.04,4.35,"HD177758",286.60548,-11.8974
190,"HD176986",4931,77.0,4.44,0.17,4.58,0.05,0.03,0.05,0.56,0.23,4.62,"HD176986",285.77447,-11.04393
891,"HD180409",6013,18.0,4.52,0.02,4.43,0.03,-0.17,0.01,1.16,0.02,4.42,"HD180409",289.21756,-10.97178
707,"HD183658",5803,17.0,4.4,0.02,4.46,0.03,0.03,0.01,1.0,0.02,4.35,"HD183658",292.71966,-6.51442
1000,"HD179346",6229,44.0,4.76,0.04,4.5,0.07,-0.03,0.03,1.35,0.06,4.59,"HD179346",288.11423,-5.41454
988,"HD195200",6201,33.0,4.44,0.04,4.29,0.06,-0.08,0.02,1.25,0.04,4.28,"HD195200",307.50676,-4.43765
668,"HD175179",5764,28.0,4.46,0.03,4.34,0.13,-0.66,0.02,0.88,0.06,4.42,"HD175179",283.59668,-4.60517
295,"HD176157",5170,26.0,4.36,0.07,4.54,0.05,-0.15,0.01,0.69,0.05,4.46,"HD176157",284.73538,-0.50399
77,"HD170493",4658,161.0,4.29,0.39,4.54,0.05,0.22,0.05,0.07,0.74,4.57,"HD170493",277.46836,-1.8181
613,"HD148577",5713,15.0,4.29,0.03,4.19,0.07,-0.09,0.01,0.95,0.02,4.27,"HD148577",247.43019,-18.68079
227,"HD153851",5015,39.0,4.43,0.08,4.52,0.08,-0.28,0.02,0.81,0.09,4.59,"HD153851",255.59509,-11.89345
995,"HD150177",6216,28.0,4.18,0.03,4.0,0.04,-0.58,0.02,1.76,0.06,4.01,"HD150177",249.91304,-9.55459
807,"HD144585",5914,22.0,4.35,0.02,4.3,0.02,0.33,0.02,1.15,0.02,4.27,"HD144585",241.76404,-14.0713
149,"HD144411",4839,72.0,4.45,0.14,4.6,0.08,-0.32,0.02,0.23,0.38,4.67,"HD144411",241.54728,-10.9907
96,"HD147147",4695,54.5,4.29,0.16,4.55,0.15,-0.16,0.03,0.35,0.23,4.55,"HD147147",245.1148,-11.53206
715,"HD146233",5818,13.0,4.45,0.02,4.47,0.01,0.04,0.01,1.0,0.01,4.4,"HD146233",243.90529,-8.36944
1056,"HD141128",6758,48.0,4.67,0.06,4.39,0.05,0.07,0.03,1.65,0.07,4.28,"HD141128",236.90875,-9.48044
653,"HD149724",5747,32.0,4.24,0.06,4.22,0.07,0.37,0.03,1.08,0.03,4.21,"HD149724",249.20232,-6.2943
1043,"HD149200",6416,47.0,4.64,0.05,4.29,0.05,0.15,0.03,1.74,0.06,4.39,"HD149200",248.34742,-4.26198
569,"HD150433",5665,12.0,4.43,0.02,4.34,0.03,-0.36,0.01,0.88,0.02,4.42,"HD150433",250.28423,-2.85728
474,"HD147512",5530,15.0,4.4,0.02,4.41,0.03,-0.08,0.01,0.81,0.02,4.42,"HD147512",245.63634,-4.24925
43,"HD154363",4581,196.0,4.17,0.45,4.72,0.05,-0.62,0.12,0.14,1.17,4.47,"HD154363",256.26414,-5.06651
728,"HD154962",5827,27.0,4.17,0.03,4.09,0.04,0.32,0.02,1.22,0.02,4.12,"HD154962",257.22717,-3.883
702,"HD155968",5790,26.0,4.42,0.04,4.44,0.07,0.16,0.02,0.92,0.03,4.38,"HD155968",258.74197,-2.50315
581,"HD157347",5676,16.0,4.38,0.03,4.4,0.02,0.02,0.01,0.91,0.02,4.36,"HD157347",260.7137,-2.38818
179,"HD156517",4915,84.1,4.29,0.18,4.52,0.1,0.03,0.04,0.56,0.16,4.48,"HD156517",259.52066,-1.285
161,"HD155717",4873,63.1,4.36,0.13,4.64,0.11,-0.16,0.03,0.66,0.12,4.56,"HD155717",258.3405,-0.38154
194,"HD143295",4940,62.0,4.4,0.12,4.63,0.06,-0.01,0.03,0.64,0.14,4.58,"HD143295",239.92622,-5.07624
986,"HD139590",6200,20.0,4.49,0.03,4.27,0.06,0.13,0.01,1.31,0.02,4.33,"HD139590",234.7544,-0.3115
268,"HD134985",5096,41.0,4.44,0.08,4.5,0.08,-0.61,0.02,0.09,0.32,4.57,"HD134985",228.19843,-1.16612
955,"BD+063077",6136,171.0,4.95,0.15,4.45,0.46,-0.36,0.12,1.07,0.38,4.82,"BD+063077",234.66257,6.37514
798,"HD148816",5908,25.0,4.39,0.02,4.14,0.05,-0.71,0.02,1.36,0.05,4.32,"HD148816",247.61858,4.17822
635,"BD+083095",5728,41.0,4.12,0.04,3.77,0.65,-0.77,0.03,0.85,0.08,4.09,"BD+083095",237.74556,8.42326
577,"HD171028",5671,16.0,3.84,0.03,,,-0.48,0.01,1.24,0.02,3.83,"HD171028",278.06455,6.94575
749,"HD34449",5848,17.0,4.5,0.03,4.54,0.03,-0.09,0.01,0.92,0.02,4.44,"HD34449",72.63853,-85.37517
5,"HIP25612",4433,95.1,4.33,0.35,4.67,0.05,-0.49,0.06,0.3,0.55,4.68,"HIP25612",82.07632,-81.77538
354,"HD36179",5327,30.0,4.45,0.06,4.56,0.08,-0.08,0.02,0.69,0.06,4.52,"HD36179",78.98196,-81.07207
880,"HD39091",6003,17.0,4.42,0.03,4.39,0.01,0.09,0.01,1.12,0.02,4.32,"HD39091",84.2912,-80.46912
323,"HD13060",5255,45.0,4.34,0.09,4.56,0.05,0.02,0.03,0.82,0.08,4.43,"HD13060",30.19671,-80.53271
345,"HD14452",5313,27.0,4.5,0.05,4.53,0.06,-0.16,0.02,0.85,0.05,4.58,"HD14452",33.39501,-79.02394
462,"HD1237",5514,36.0,4.5,0.07,4.54,0.02,0.07,0.03,1.09,0.05,4.53,"HD1237",4.05282,-79.85118
449,"HD20003",5494,27.0,4.41,0.05,4.43,0.05,0.04,0.02,0.83,0.04,4.44,"HD20003",46.90799,-72.32189
205,"HIP12147",4960,48.2,4.41,0.1,4.49,0.1,-0.38,0.02,0.55,0.12,4.58,"HIP12147",39.14818,-74.10922
839,"HD16382",5953,21.0,4.5,0.03,4.34,0.04,0.03,0.02,1.04,0.03,4.41,"HD16382",38.27572,-72.4439
225,"HD18777",5006,64.4,4.35,0.13,4.55,0.07,-0.01,0.04,0.56,0.16,4.51,"HD18777",44.33086,-68.52627
473,"HD30306",5529,26.0,4.32,0.04,4.36,0.03,0.17,0.02,0.89,0.04,4.34,"HD30306",69.99164,-71.50561
607,"HD28701",5710,12.0,4.41,0.02,4.3,0.03,-0.32,0.01,0.95,0.02,4.39,"HD28701",66.44104,-69.99369
677,"HD29137",5768,23.0,4.28,0.03,4.22,0.04,0.3,0.02,1.1,0.02,4.24,"HD29137",67.54674,-67.87755
298,"HD39194",5205,23.0,4.53,0.05,4.52,0.03,-0.61,0.02,0.37,0.09,4.63,"HD39194",86.13299,-70.14357
789,"HD31532",5896,22.0,4.07,0.02,3.89,0.03,-0.08,0.02,1.33,0.02,4.0,"HD31532",72.83655,-68.06965
922,"HD24085",6065,32.0,4.47,0.03,4.28,0.03,0.17,0.02,1.22,0.04,4.36,"HD24085",56.25646,-70.0241
947,"HD24062",6107,60.0,4.62,0.06,4.23,0.04,0.28,0.05,1.34,0.08,4.5,"HD24062",56.19519,-70.02665
275,"HD25120",5104,25.0,4.37,0.12,4.57,0.04,-0.21,0.01,0.85,0.05,4.5,"HD25120",58.82631,-65.28472
972,"HD25171",6160,24.0,4.43,0.03,4.32,0.04,-0.11,0.02,1.22,0.03,4.29,"HD25171",58.956,-65.18667
332,"HD24558",5274,25.0,4.4,0.04,4.5,0.07,-0.47,0.02,0.67,0.05,4.49,"HD24558",57.63221,-64.0685
31,"HD21749",4562,120.0,4.24,0.34,4.58,0.04,0.02,0.07,0.28,0.66,4.55,"HD21749",51.74676,-63.4991
90,"HD23472",4683,49.3,4.32,0.16,4.51,0.06,-0.19,0.03,0.19,0.28,4.59,"HD23472",55.45999,-62.76708
214,"HD22610",4981,43.0,4.41,0.1,4.59,0.05,-0.22,0.02,0.64,0.1,4.58,"HD22610",53.68872,-62.45683
650,"HD28471",5745,14.0,4.37,0.01,4.39,0.03,-0.05,0.01,0.95,0.02,4.34,"HD28471",66.28813,-64.08007
146,"HD27894",4833,209.0,4.3,0.48,4.49,0.07,0.26,0.1,0.33,0.85,4.52,"HD27894",65.19603,-59.41084
830,"HD25704",5942,33.0,4.52,0.02,4.29,0.05,-0.83,0.02,1.37,0.07,4.44,"HD25704",60.43597,-57.20683
463,"HD14747",5516,16.0,4.43,0.02,4.4,0.03,-0.39,0.01,0.72,0.03,4.46,"HD14747",34.89057,-67.69847
627,"HD17439",5721,18.0,4.44,0.02,4.47,0.06,0.08,0.01,0.87,0.02,4.41,"HD17439",41.017,-68.1484
741,"HD13578",5842,18.0,4.18,0.04,4.12,0.03,-0.03,0.01,1.12,0.02,4.12,"HD13578",32.5343,-64.35508
289,"HD224789",5150,43.0,4.4,0.09,4.51,0.04,-0.04,0.02,0.93,0.07,4.51,"HD224789",0.168,-69.67596
228,"HD4457",5016,56.5,4.49,0.18,4.56,0.08,-0.38,0.03,0.77,0.12,4.65,"HD4457",11.4287,-67.87481
114,"HIP5114",4749,38.1,4.51,0.12,4.64,0.07,-0.57,0.04,0.12,0.37,4.76,"HIP5114",16.38416,-66.74239
383,"HD7199",5386,45.0,4.34,0.08,4.46,0.04,0.28,0.03,1.01,0.07,4.4,"HD7199",17.69675,-66.18816
30,"HD55",4554,88.0,4.54,0.21,4.67,0.03,-0.67,0.01,0.06,1.63,4.85,"HD55",1.3237,-67.83259
548,"HD4308",5644,16.0,4.38,0.03,4.32,0.01,-0.34,0.01,0.9,0.02,4.37,"HD4308",11.16361,-65.64952
801,"HD10180",5911,19.0,4.39,0.03,4.34,0.02,0.08,0.01,1.11,0.02,4.32,"HD10180",24.47324,-60.51152
762,"HD20807",5866,11.0,4.52,0.03,4.46,0.01,-0.23,0.01,1.04,0.01,4.46,"HD20807",49.55341,-62.50636
311,"HIP15587",5239,32.0,4.46,0.06,4.67,0.09,-0.12,0.02,0.66,0.07,4.55,"HIP15587",50.1944,-62.27448
1004,"HD21132",6243,34.0,4.6,0.05,4.34,0.04,-0.37,0.02,1.44,0.05,4.42,"HD21132",50.35115,-61.48808
100,"HD16905",4703,86.6,4.23,0.24,4.5,0.05,0.16,0.04,0.26,0.4,4.49,"HD16905",40.01329,-61.35425
656,"HD19423",5752,21.0,4.23,0.03,4.21,0.04,-0.09,0.02,0.96,0.02,4.2,"HD19423",46.2288,-57.16627
414,"HD21693",5430,26.0,4.37,0.04,4.49,0.03,0.0,0.02,0.76,0.04,4.42,"HD21693",51.80201,-58.32368
863,"HD23079",5980,12.0,4.48,0.02,4.38,0.02,-0.12,0.01,1.12,0.01,4.39,"HD23079",54.92957,-52.91584
572,"HD22177",5666,22.0,4.26,0.03,4.18,0.04,0.2,0.02,1.02,0.02,4.25,"HD22177",53.0077,-52.47386
55,"HD21209A",4612,73.0,4.28,0.19,4.63,0.04,-0.39,0.02,0.33,0.38,4.57,"HD21209A",50.82157,-49.99192
331,"HD18822",5272,31.0,4.43,0.06,4.49,0.07,-0.07,0.02,0.87,0.05,4.52,"HD18822",44.85377,-54.25471
237,"HD13808",5033,38.0,4.36,0.08,4.51,0.03,-0.21,0.02,0.63,0.08,4.51,"HD13808",33.17886,-53.74389
1023,"HD14745",6290,39.0,4.72,0.04,4.45,0.04,-0.14,0.03,1.46,0.06,4.52,"HD14745",35.22455,-52.96379
999,"HD17051",6227,26.0,4.53,0.06,4.45,0.01,0.19,0.02,1.29,0.03,4.36,"HD17051",40.63944,-50.80029
322,"HD19230",5254,44.0,4.63,0.05,4.58,0.08,-0.57,0.03,0.46,0.14,4.72,"HD19230",45.98901,-45.43435
126,"HD40307",4774,77.0,4.42,0.16,4.53,0.03,-0.36,0.02,0.1,0.59,4.66,"HD40307",88.51767,-60.02347
980,"HD37226",6178,23.0,4.16,0.04,3.88,0.04,-0.12,0.02,1.61,0.03,4.01,"HD37226",83.43485,-54.90229
893,"HD38973",6016,17.0,4.42,0.02,4.4,0.02,0.05,0.01,1.14,0.02,4.32,"HD38973",86.61663,-53.21932
775,"HD34327",5883,18.0,4.2,0.05,4.01,0.04,-0.06,0.01,1.19,0.02,4.13,"HD34327",78.36626,-55.5689
515,"HD30177",5601,42.0,4.34,0.05,4.37,0.05,0.37,0.03,0.89,0.05,4.34,"HD30177",70.47656,-58.02076
387,"HD30278",5394,29.0,4.39,0.04,4.45,0.02,-0.17,0.02,0.72,0.05,4.45,"HD30278",70.80702,-54.59343
957,"HD30053",6139,41.0,4.51,0.03,4.41,0.05,-0.22,0.03,1.2,0.06,4.38,"HD30053",70.33214,-52.62579
187,"HD26430",4922,40.7,4.4,0.16,4.5,0.09,-0.23,0.02,0.33,0.16,4.59,"HD26430",62.0282,-53.77927
557,"HD28254",5653,33.0,4.15,0.05,4.13,0.06,0.36,0.02,1.08,0.04,4.14,"HD28254",66.21127,-50.62219
19,"HIP21934",4513,158.0,4.12,0.52,4.65,0.06,0.17,0.01,0.0,2.72,4.44,"HIP21934",70.73535,-44.19569
346,"HD38355",5314,42.0,4.35,0.08,4.48,0.06,0.09,0.03,0.75,0.07,4.43,"HD38355",85.61416,-50.47492
253,"HD40105",5064,30.0,3.69,0.06,3.76,0.02,0.02,0.02,0.91,0.04,3.83,"HD40105",88.54505,-50.36255
951,"HD36051",6118,26.0,4.63,0.03,4.53,0.05,-0.08,0.02,1.21,0.03,4.5,"HD36051",81.67759,-45.04965
588,"HD39427",5682,15.0,4.52,0.04,4.5,0.05,-0.18,0.01,0.86,0.02,4.5,"HD39427",87.61404,-43.69965
1037,"HD40483",6371,48.0,4.39,0.05,4.05,0.04,-0.06,0.04,1.8,0.07,4.16,"HD40483",89.22901,-44.00897
1059,"HD38385",7212,83.0,4.61,0.11,4.21,0.03,0.09,0.05,2.87,0.27,4.02,"HD38385",85.87577,-39.40691
51,"HIP26542",4598,72.0,4.38,0.21,4.64,0.05,-0.53,0.04,0.1,1.09,4.68,"HIP26542",84.66866,-38.35748
993,"HD37990",6215,23.0,4.56,0.04,4.43,0.04,0.0,0.02,1.15,0.03,4.39,"HD37990",85.17869,-36.58489
484,"HD33811",5554,31.0,4.39,0.05,4.44,0.06,0.3,0.02,0.78,0.05,4.41,"HD33811",77.67959,-44.57178
646,"HD33473A",5740,13.0,3.97,0.02,3.83,0.04,-0.13,0.01,1.2,0.01,3.94,"HD33473",77.12462,-41.21368
800,"HD32804",5910,15.0,4.53,0.03,4.47,0.04,0.06,0.01,1.08,0.02,4.46,"HD32804",75.96971,-40.60779
719,"HD29303",5819,28.0,4.52,0.03,4.49,0.06,-0.12,0.02,0.93,0.04,4.47,"HD29303",68.769,-41.56373
632,"HD33822",5726,28.0,4.29,0.04,4.24,0.06,0.26,0.02,0.98,0.03,4.26,"HD33822",77.87299,-33.88066
314,"HD25061",5243,40.0,4.42,0.07,4.43,0.06,0.07,0.03,0.8,0.09,4.51,"HD25061",59.10542,-52.93087
792,"HD25912",5900,25.0,4.52,0.06,4.49,0.04,0.12,0.02,0.99,0.03,4.45,"HD25912",60.90798,-51.93084
979,"HD23456",6178,18.0,4.56,0.03,4.3,0.03,-0.32,0.01,1.38,0.03,4.41,"HD23456",55.76984,-50.64308
680,"HD22249",5773,27.0,4.63,0.04,4.55,0.06,-0.06,0.02,0.96,0.04,4.59,"HD22249",53.2659,-46.7223
768,"HD27471",5871,22.0,4.25,0.05,4.13,0.05,0.11,0.02,1.13,0.02,4.19,"HD27471",64.5006,-45.65106
195,"HD24331",4948,51.0,4.56,0.12,4.58,0.04,-0.3,0.02,0.46,0.18,4.74,"HD24331",57.64787,-42.56553
761,"HD20407",5866,14.0,4.5,0.01,4.41,0.02,-0.44,0.01,1.09,0.02,4.44,"HD20407",48.77663,-45.66482
394,"HD20794",5401,17.0,4.4,0.03,,,-0.4,0.01,0.67,0.03,4.45,"HD20794",49.98188,-43.06978
977,"HD24112",6175,19.0,4.35,0.03,4.19,0.04,0.16,0.01,1.26,0.02,4.2,"HD24112",57.19514,-40.39923
347,"HD25105",5316,31.0,4.47,0.06,4.53,0.05,-0.15,0.02,0.77,0.06,4.55,"HD25105",59.48121,-36.25991
301,"HD25565",5212,52.0,4.47,0.09,4.64,0.06,0.03,0.03,0.8,0.1,4.57,"HD25565",60.52545,-36.61693
181,"HD25357",4916,84.9,4.35,0.21,4.59,0.07,-0.03,0.04,0.47,0.26,4.54,"HD25357",60.11356,-34.85014
