recno,Star,Teff,logg,[Fe/H],Age,e_Age,vsini,vmac,[S/Fe],e_[S/Fe],o_[S/Fe],Planet,Pop,S/N,SimbadName,_RA,_DE
357,"HD145809",5778.0,4.11,-0.25,8.967,0.296,1.381,3.872,0.046,0.028,"2","none","thin ",555.52,"HD145809",243.4181,-21.39996
452,"HD141937",5893.0,4.38,0.13,1.568,1.337,2.441,3.627,-0.009,0.024,"2","jup ","thin ",263.32,"HD141937",238.07312,-18.43605
638,"HD123619",6166.0,4.3,-0.32,6.312,1.066,3.229,4.699,0.225,0.038,"2","none","thin ",77.36,"HD123619",212.30502,-22.53756
670,"HD128340",6259.0,4.46,-0.55,3.964,2.153,1.839,4.758,0.134,0.051,"2","none","thin ",177.67,"HD128340",219.25161,-24.03841
702,"HD130989",6414.0,4.02,-0.23,3.042,0.381,4.586,6.346,0.019,0.038,"2","none","thin ",228.48,"HD130989",222.89565,-17.79037
644,"HD129829",6196.0,4.5,-0.16,1.538,1.292,3.211,4.417,0.034,0.043,"2","none","thin ",96.15,"HD129829",221.32771,-18.00289
692,"HD119949",6359.0,4.24,-0.41,5.075,0.722,2.617,5.644,-0.006,0.036,"2","none","thin ",272.31,"HD119949",206.69021,-20.85256
470,"HD125612",5913.0,4.36,0.24,1.351,1.127,3.202,3.724,-0.124,0.022,"2","jup ","thin ",482.06,"HD125612",215.22299,-17.48152
29,"HD124106",5067.0,4.62,-0.17,5.966,4.65,0.685,2.204,-0.096,0.141,"2","none","thin ",361.54,"HD124106",212.94239,-12.61177
1,"HD136713",4911.0,4.51,0.08,5.38,4.731,0.6,2.0,0.227,0.177,"2","none","thin ",626.86,"HD136713",230.6529,-10.66113
650,"HD139879",6203.0,4.45,0.3,0.619,0.47,2.801,4.546,-0.08,0.038,"2","none","thin ",102.32,"HD139879",235.23066,-8.99857
256,"HD134088",5675.0,4.45,-0.75,13.046,0.284,1.386,2.973,0.423,0.064,"2","none","thick",311.59,"HD134088",227.05236,-7.9132
78,"HD131653",5324.0,4.61,-0.66,12.375,0.929,0.593,2.225,0.222,0.167,"2","none","thick",186.37,"HD131653",223.77949,-9.09731
399,"HD129191",5832.0,4.34,0.24,2.573,1.772,1.847,3.544,-0.05,0.03,"2","none","thin ",211.69,"HD129191",220.31742,-4.94487
453,"HD222669",5894.0,4.39,0.05,1.862,1.588,2.568,3.61,-0.046,0.022,"2","none","thin ",938.78,"HD222669",355.98901,-82.5085
414,"HD221420",5847.0,3.97,0.33,3.695,0.507,1.579,4.323,-0.106,0.029,"2","none","thin ",1621.09,"HD221420",353.33158,-77.38533
674,"HD212301",6271.0,4.36,0.18,0.55,0.428,5.695,5.009,-0.066,0.027,"2","jup ","thin ",309.14,"HD212301",336.87884,-77.71792
248,"HD207700",5666.0,4.28,0.04,9.869,1.629,0.64,3.296,0.045,0.026,"2","none","hamr ",544.43,"HD207700",328.68835,-73.43848
577,"HD171990",6045.0,4.03,0.06,3.692,0.523,2.304,4.798,-0.009,0.02,"2","none","thin ",1199.66,"HD171990",281.95471,-77.86825
129,"HD205536",5442.0,4.42,-0.05,7.362,4.336,0.779,2.694,0.058,0.04,"2","none","thin ",296.69,"HD205536",325.12406,-74.07428
484,"HD199190",5926.0,4.18,0.15,4.912,0.902,1.388,4.122,-0.027,0.019,"2","none","thin ",1222.57,"HD199190",315.02415,-69.57943
629,"HD199868",6152.0,4.31,-0.13,4.329,1.136,0.738,4.625,0.007,0.028,"2","none","thin ",149.59,"HD199868",315.94548,-68.0718
617,"HD220367",6128.0,4.24,-0.21,6.003,0.848,0.692,4.674,0.02,0.034,"2","none","thin ",224.31,"HD220367",351.07845,-72.1652
693,"HD221638",6360.0,4.3,-0.21,2.228,1.378,5.067,5.528,0.004,0.052,"2","none","thin ",262.7,"HD221638",353.64407,-70.96312
671,"HD215906",6259.0,4.38,-0.28,4.534,1.346,5.346,4.918,0.123,0.055,"2","none","thin ",117.62,"HD215906",342.52105,-66.05047
493,"HD218379",5938.0,4.03,0.15,3.972,0.536,3.085,4.457,-0.027,0.029,"2","none","thin ",302.23,"HD218379",347.15241,-63.87158
449,"HD218340",5889.0,4.35,0.09,1.583,1.405,2.769,3.676,-0.092,0.038,"2","none","thin ",103.47,"HD218340",347.05154,-63.62816
167,"HD207869",5527.0,4.52,-0.45,9.926,3.166,1.38,2.593,0.055,0.061,"2","none","thin ",387.8,"HD207869",328.79358,-69.02062
515,"HD211317",5965.0,4.21,0.27,3.408,0.672,3.081,4.179,-0.048,0.029,"2","none","thin ",159.79,"HD211317",334.70691,-68.3131
571,"HD204385",6033.0,4.33,0.07,2.769,1.524,2.568,4.158,-0.009,0.02,"2","none","thin ",281.28,"HD204385",322.69971,-62.1676
39,"HD212580",5099.0,4.51,-0.1,5.644,4.613,0.5,2.41,-0.166,0.211,"2","none","thin ",292.75,"HD212580",336.75997,-62.5246
456,"HD177409",5898.0,4.42,-0.04,2.321,1.93,2.068,3.561,-0.042,0.024,"2","none","thin ",533.26,"HD177409",287.47731,-68.29969
244,"HD186302",5662.0,4.43,-0.03,4.94,3.378,2.303,2.989,0.114,0.027,"2","none","thin ",72.96,"HD186302",297.27679,-70.18797
209,"HD188748",5623.0,4.43,-0.12,7.69,3.628,1.531,2.919,-0.106,0.037,"2","none","thin ",448.01,"HD188748",300.46687,-69.18794
686,"HD192865",6307.0,4.24,0.13,2.464,0.295,5.043,5.407,-0.027,0.038,"2","none","thin ",188.22,"HD192865",305.39861,-67.31284
305,"HD189567",5726.0,4.38,-0.24,10.578,2.038,0.841,3.216,0.026,0.033,"2","nept","thin ",2006.99,"HD189567",301.38652,-67.3209
197,"HD190248",5604.0,4.26,0.33,6.294,2.139,1.507,3.227,-0.012,0.049,"2","none","thin ",1239.71,"HD190248",302.18171,-66.18207
548,"HD190984",6007.0,3.92,-0.49,4.663,0.163,2.302,4.892,-0.042,0.041,"2","jup ","thin ",688.32,"HD190984",302.87798,-64.62047
211,"HD195145",5625.0,4.41,0.17,3.973,2.883,1.538,2.962,-0.028,0.031,"2","none","thin ",282.03,"HD195145",308.25145,-62.49637
102,"HD175607",5392.0,4.57,-0.62,12.501,0.855,1.285,2.349,0.305,0.084,"2","nept","thick",246.4,"HD175607",285.27287,-66.19268
204,"HD171942",5615.0,4.42,-0.1,8.492,3.254,1.843,2.925,-0.059,0.045,"2","none","thin ",120.7,"HD171942",280.51186,-64.32354
606,"HD176666",6103.0,4.51,-0.37,4.111,2.406,3.221,4.042,0.058,0.045,"2","none","thin ",148.87,"HD176666",286.337,-61.69011
336,"HD199847",5763.0,4.18,-0.54,12.9,0.402,1.82,3.698,0.22,0.041,"2","none","thick",210.07,"HD199847",315.66257,-61.88055
480,"HD196050",5917.0,4.24,0.23,4.303,0.912,2.768,3.975,-0.028,0.028,"2","jup ","thin ",1193.31,"HD196050",309.46546,-60.63449
163,"HD206163",5519.0,4.45,0.01,3.308,3.034,1.54,2.722,-0.015,0.039,"2","none","thin ",154.4,"HD206163",325.56894,-57.61295
387,"HD206998",5822.0,4.19,-0.69,12.862,0.413,1.802,3.819,0.291,0.05,"2","none","thick",224.53,"HD206998",326.93337,-55.6546
685,"HD203335",6306.0,4.36,-0.04,2.045,1.092,2.269,5.162,0.021,0.041,"2","none","thin ",147.35,"HD203335",320.9165,-55.54302
319,"HD204287",5743.0,4.12,-0.04,8.529,0.44,1.541,3.773,-0.007,0.026,"2","none","thin ",284.12,"HD204287",322.31032,-50.31684
486,"HD199289",5928.0,4.56,-0.98,12.313,0.933,1.469,3.367,0.359,0.125,"2","none","thick",201.48,"HD199289",314.53552,-48.20374
323,"HD199288",5746.0,4.43,-0.63,12.563,0.749,1.8,3.16,0.224,0.078,"2","none","thick",450.25,"HD199288",314.41695,-44.12937
352,"HD224393",5774.0,4.5,-0.38,5.655,3.713,0.692,3.083,0.04,0.045,"2","none","thin ",354.29,"HD224393",359.39769,-65.77556
153,"HD224685",5504.0,4.5,-0.4,6.676,4.565,0.881,2.603,-0.27,0.077,"1-6757","none","thin ",315.13,"HD224685",359.97946,-64.37231
699,"HD221287",6374.0,4.39,0.04,0.524,0.409,3.862,5.414,-0.125,0.029,"2","jup ","thin ",381.23,"HD221287",352.83474,-58.20973
90,"HD219077",5362.0,4.06,-0.13,8.652,0.255,0.674,3.348,-0.069,0.045,"2","jup ","hamr ",326.0,"HD219077",348.52745,-62.7
146,"HD219249",5482.0,4.53,-0.4,8.595,4.134,0.588,2.517,0.012,0.061,"2","none","thin ",729.59,"HD219249",348.79034,-56.72922
415,"HD221343",5848.0,4.48,0.11,1.158,1.045,1.845,3.306,-0.03,0.027,"2","none","thin ",123.9,"HD221343",352.93443,-53.76995
76,"HD221580",5322.0,2.75,-1.13,7.177,2.859,0.619,5.944,0.296,0.059,"2","none","halo ",649.58,"HD221580",353.41731,-53.65814
231,"HD222595",5648.0,4.45,0.01,3.086,2.645,1.858,2.923,0.006,0.029,"2","none","thin ",728.84,"HD222595",355.55275,-53.42332
274,"HD220507",5698.0,4.27,0.01,9.926,1.467,1.536,3.378,0.042,0.025,"2","none","hamr ",725.64,"HD220507",351.17548,-52.70188
171,"HD213941",5532.0,4.43,-0.46,12.811,0.536,0.819,2.779,0.289,0.044,"2","none","thick",327.74,"HD213941",339.0321,-54.61062
421,"HD211415",5850.0,4.33,-0.21,8.235,2.154,2.055,3.611,0.006,0.032,"2","none","thin ",301.21,"HD211415",334.56506,-53.62707
288,"HD210272",5713.0,4.11,-0.22,7.798,0.182,1.384,3.729,0.054,0.035,"2","none","thin ",146.05,"HD210272",332.70695,-55.45713
369,"HD215456",5789.0,4.06,-0.09,7.49,0.264,0.681,3.998,-0.003,0.025,"2","jup ","thin ",1480.5,"HD215456",341.53348,-48.97882
550,"HD216435",6008.0,4.1,0.24,3.366,0.484,5.136,4.535,-0.064,0.042,"2","jup ","thin ",1250.46,"HD216435",343.40805,-48.59828
531,"HD213240",5982.0,4.18,0.14,4.4,0.818,3.089,4.292,-0.089,0.021,"2","jup ","thin ",320.84,"HD213240",337.75153,-49.43327
14,"HD212918",5019.0,4.62,-0.24,6.265,4.81,0.358,2.233,0.108,0.108,"2","none","thin ",200.34,"HD212918",337.20018,-49.5853
264,"HD212708",5681.0,4.33,0.27,4.899,2.279,1.54,3.225,-0.01,0.033,"2","none","thin ",1033.93,"HD212708",336.85287,-49.36594
681,"HD214094",6288.0,4.08,-0.01,2.99,0.441,3.681,5.643,-0.014,0.027,"2","none","thin ",332.18,"HD214094",339.17764,-43.47097
407,"HD223171",5841.0,4.14,0.12,5.981,1.118,1.841,3.967,-0.03,0.022,"2","none","thin ",1581.08,"HD223171",356.83678,-48.27559
478,"HD217395",5916.0,4.44,-0.13,3.106,2.28,1.843,3.573,0.182,0.023,"2","none","thin ",241.87,"HD217395",345.20073,-39.89495
379,"HD214867",5807.0,4.61,0.01,1.317,1.27,5.427,2.942,-0.119,0.052,"2","none","thin ",122.31,"HD214867",340.43947,-39.46164
348,"HD216008",5773.0,4.34,-0.04,7.341,2.273,1.894,3.401,0.078,0.024,"2","none","thin ",136.03,"HD216008",342.44209,-37.85447
446,"HD220456",5887.0,4.43,-0.02,2.194,1.843,3.079,3.511,-0.004,0.032,"2","none","thin ",171.19,"HD220456",351.01459,-34.30028
678,"HD220894",6282.0,4.41,0.02,1.151,0.874,3.24,4.957,0.045,0.03,"2","none","thin ",249.26,"HD220894",351.90621,-33.62803
710,"HD205591",6575.0,4.43,-0.08,0.941,0.678,7.788,5.5,-0.012,0.05,"2","none","thin ",311.62,"HD205591",324.42991,-45.5859
492,"HD207129",5937.0,4.41,0.0,2.087,1.748,2.069,3.694,-0.09,0.025,"2","none","thin ",2013.68,"HD207129",327.06563,-47.30362
25,"HD209742",5054.0,4.51,-0.17,7.129,4.807,0.268,2.431,-0.129,0.192,"2","none","thin ",429.37,"HD209742",331.6929,-45.39244
328,"HD210918",5755.0,4.31,-0.09,,,1.35,3.42,0.037,0.024,"2","none","thin ",1470.85,"HD210918",333.66106,-41.38166
268,"HD212036",5687.0,4.39,-0.01,5.69,3.245,1.54,3.117,0.105,0.025,"2","none","thin ",151.83,"HD212036",335.55681,-39.82015
423,"HD209449",5854.0,4.1,0.41,3.576,0.603,1.86,4.081,-0.074,0.032,"2","none","thin ",245.34,"HD209449",331.09435,-38.87632
583,"HD202871",6055.0,4.43,-0.09,1.794,1.46,3.129,4.032,0.036,0.025,"2","none","thin ",344.94,"HD202871",320.02032,-42.67869
229,"HD203432",5645.0,4.38,0.29,2.589,2.141,2.304,3.057,-0.018,0.034,"2","none","thin ",1150.55,"HD203432",320.84402,-41.55251
551,"HD202209",6009.0,4.58,-0.01,1.08,0.984,4.352,3.578,-0.051,0.045,"2","none","thin ",114.64,"HD202209",318.90012,-39.45276
624,"HD208487",6146.0,4.34,0.08,1.325,1.007,3.688,4.542,-0.05,0.024,"2","jup ","thin ",949.26,"HD208487",329.3327,-37.76362
151,"HD209566",5500.0,4.41,0.12,6.252,3.888,1.436,2.778,-0.041,0.041,"2","none","thin ",181.81,"HD209566",331.27393,-35.18173
696,"HD205294",6370.0,4.07,-0.25,3.612,0.515,3.683,6.035,0.064,0.03,"2","none","thin ",480.8,"HD205294",323.80705,-34.32971
177,"HD213628",5555.0,4.46,0.01,4.951,3.736,1.53,2.751,-0.042,0.034,"2","none","thin ",200.4,"HD213628",338.37785,-35.44455
139,"HD214759",5461.0,4.41,0.18,3.855,3.351,1.539,2.733,-0.022,0.053,"2","none","thin ",338.55,"HD214759",340.22988,-31.99006
120,"HD216770",5424.0,4.43,0.24,4.265,3.699,1.537,2.657,0.047,0.068,"2","jup ","thin ",538.25,"HD216770",343.97378,-26.65876
51,"HD208272",5167.0,4.51,-0.07,5.696,4.659,1.54,2.393,0.075,0.087,"2","none","thin ",812.14,"HD208272",328.92498,-29.70614
178,"HD207970",5556.0,4.4,0.07,8.932,2.8,1.585,2.873,0.021,0.035,"2","none","hamr ",299.97,"HD207970",328.42422,-28.67061
236,"HD214385",5654.0,4.42,-0.34,10.587,2.289,1.821,2.994,0.137,0.03,"2","none","thin ",225.92,"HD214385",339.54592,-27.44344
334,"HD212231",5762.0,4.16,-0.3,11.69,0.715,1.817,3.736,0.113,0.032,"2","none","thick",136.46,"HD212231",335.81031,-25.84229
402,"HD167300",5837.0,4.24,-0.45,12.051,0.724,1.384,3.757,0.154,0.035,"2","none","thick",255.8,"HD167300",274.68573,-61.93524
66,"HD176354",5271.0,3.93,0.27,5.408,0.264,0.656,3.563,0.019,0.058,"2","none","hamr ",504.3,"HD176354",285.80096,-56.99667
57,"HD174545",5216.0,4.5,0.22,4.978,4.323,0.682,2.412,0.125,0.085,"2","none","thin ",303.83,"HD174545",283.4886,-54.90628
308,"HD178904",5727.0,4.38,0.09,5.525,2.564,1.543,3.219,0.053,0.025,"2","none","thin ",159.51,"HD178904",288.25376,-49.90283
123,"HD190954",5430.0,4.51,-0.41,12.244,1.041,0.751,2.502,0.258,0.069,"2","none","thick",225.99,"HD190954",302.45068,-51.71824
19,"HD191797",5037.0,4.62,-0.09,4.588,4.318,4.1,2.221,-0.07,0.154,"2","none","thin ",321.33,"HD191797",303.45751,-47.61523
656,"HD188815",6217.0,4.17,-0.53,7.352,1.105,1.839,5.162,0.076,0.046,"2","none","thin ",133.97,"HD188815",299.74392,-46.08804
223,"HD190647",5639.0,4.17,0.23,8.092,1.126,1.576,3.467,-0.048,0.031,"2","jup ","hamr ",306.66,"HD190647",301.83196,-35.53863
339,"HIP99606B",5764.0,4.15,-0.41,12.19,0.687,2.085,3.76,0.187,0.034,"2","none","thick",74.07,"HIP99606",303.20893,-34.90213
532,"HD168871",5983.0,4.33,-0.09,5.781,1.414,2.598,3.995,-0.007,0.024,"2","none","thin ",762.56,"HD168871",276.13807,-49.65288
228,"HD172643",5645.0,4.49,-0.15,3.499,3.055,1.989,2.837,-0.084,0.058,"2","none","thin ",111.76,"HD172643",280.90986,-45.824
79,"HD168870",5325.0,4.5,-0.32,8.503,4.352,0.61,2.445,0.253,0.057,"2","none","thin ",213.35,"HD168870",276.0627,-46.94318
645,"HD174153",6196.0,4.33,-0.08,3.347,1.144,2.602,4.757,0.0,0.031,"2","none","thin ",172.89,"HD174153",282.83218,-44.4757
214,"HD177565",5627.0,4.39,0.08,4.085,3.068,0.745,3.006,0.014,0.028,"2","none","thin ",1462.73,"HD177565",286.7186,-37.81066
37,"HD166724",5099.0,4.56,-0.09,5.559,4.635,0.501,2.31,-0.088,0.166,"1-6743","jup ","thin ",484.94,"HD166724",273.49865,-42.57538
89,"HD168769",5361.0,4.51,-0.01,4.541,3.987,3.227,2.447,-0.052,0.054,"2","none","thin ",192.09,"HD168769",275.83181,-39.52
150,"HD172513",5500.0,4.44,-0.05,4.965,3.936,1.586,2.718,-0.142,0.044,"2","none","thin ",1040.45,"HD172513",280.50982,-34.46633
187,"HD185615",5570.0,4.35,0.08,9.108,2.502,0.771,2.993,0.034,0.034,"2","none","hamr ",625.08,"HD185615",295.30698,-32.87336
372,"HD181720",5792.0,4.21,-0.53,11.979,0.466,0.866,3.705,0.237,0.033,"2","jup ","thick",695.5,"HD181720",290.72077,-32.91905
561,"HD177122",6021.0,4.42,-0.1,2.384,1.781,2.758,3.938,0.012,0.028,"2","none","thin ",169.28,"HD177122",286.17282,-31.37269
627,"HD181428",6151.0,4.31,0.06,3.535,0.69,5.181,4.621,0.005,0.035,"2","none","thin ",261.32,"HD181428",290.41403,-29.60547
680,"HD179949",6287.0,4.34,0.21,0.516,0.383,6.451,5.119,-0.099,0.03,"2","jup ","thin ",536.03,"HD179949",288.88846,-24.17935
105,"HD197823",5396.0,4.47,0.12,4.501,3.832,1.54,2.553,0.022,0.047,"2","none","thin ",713.91,"HD197823",311.81925,-35.15409
10,"HD200143",4998.0,4.55,0.01,6.103,4.737,2.555,2.0,0.057,0.102,"1-6757","none","thin ",326.69,"HD200143",315.6717,-34.81293
575,"HD200538",6042.0,4.27,0.1,3.827,1.01,3.455,4.308,-0.039,0.022,"2","none","thin ",354.35,"HD200538",316.27047,-32.82617
316,"HD197083",5735.0,4.47,-0.45,11.064,1.916,1.839,3.056,0.078,0.042,"2","none","thin ",353.37,"HD197083",310.61447,-33.32865
382,"HD199604",5817.0,4.29,-0.62,12.813,0.508,1.813,3.606,0.239,0.052,"2","none","thick",301.09,"HD199604",314.77199,-25.38083
406,"HD201422",5841.0,4.57,-0.16,2.109,1.983,4.17,3.107,0.135,0.042,"2","none","thin ",81.79,"HD201422",317.53303,-24.82311
523,"HD201496",5974.0,4.35,-0.04,5.327,1.514,2.304,3.927,-0.001,0.034,"2","none","thin ",95.96,"HD201496",317.66946,-23.31153
563,"HD197300",6022.0,4.59,0.02,0.837,0.74,4.7,3.601,-0.068,0.046,"2","none","thin ",105.83,"HD197300",310.89221,-24.69172
552,"HD196800",6010.0,4.27,0.19,2.941,1.179,3.082,4.201,-0.046,0.022,"2","none","thin ",265.23,"HD196800",310.09306,-24.11803
295,"HD207832",5718.0,4.42,0.15,1.994,1.79,2.765,3.119,0.057,0.042,"2","jup ","thin ",106.94,"HD207832",328.15117,-26.02656
640,"HD207190",6178.0,4.18,-0.42,6.9,0.653,2.301,4.986,0.069,0.034,"2","none","thin ",268.5,"HD207190",326.91728,-19.57782
356,"HD204313",5776.0,4.34,0.18,3.873,2.22,0.846,3.408,-0.072,0.029,"2","jup ","thin ",873.23,"HD204313",322.05086,-21.72625
9,"HD204941",4997.0,4.52,-0.2,7.261,4.81,0.5,2.0,0.115,0.202,"2","jup ","thin ",281.47,"HD204941",323.09796,-20.95742
331,"HD202206",5757.0,4.43,0.29,1.606,1.411,2.566,3.184,-0.081,0.032,"2","jup ","thin ",1129.88,"HD202206",318.7407,-20.78921
549,"HD208068",6007.0,4.54,-0.38,3.905,2.624,5.136,3.652,0.012,0.046,"2","none","thin ",243.35,"HD208068",328.51611,-17.16147
172,"HD207583",5534.0,4.48,0.01,2.653,2.565,2.567,2.682,-0.058,0.045,"2","none","thin ",199.98,"HD207583",327.59626,-16.19653
394,"HD208704",5826.0,4.33,-0.09,8.163,1.735,1.542,3.549,-0.008,0.026,"2","none","thin ",396.95,"HD208704",329.60136,-12.66466
38,"HD192310",5099.0,4.56,-0.03,5.219,4.612,0.493,2.31,0.044,0.105,"2","nept","hamr ",1367.28,"HD192310",303.82247,-27.03298
527,"HD193193",5979.0,4.31,-0.05,5.794,1.246,2.058,4.022,0.011,0.02,"2","none","thin ",692.88,"HD193193",304.93827,-25.2286
651,"HD191033",6206.0,4.31,-0.19,3.575,1.621,5.175,4.838,0.092,0.043,"2","none","thin ",103.84,"HD191033",302.14955,-23.59054
116,"HD196761",5415.0,4.48,-0.31,9.192,3.917,0.735,2.549,0.028,0.062,"2","none","thin ",722.98,"HD196761",310.04898,-23.77387
713,"HD196384",6611.0,4.46,-0.13,0.781,0.607,4.185,5.5,-0.081,0.051,"2","none","thin ",94.26,"HD196384",309.43101,-22.44286
590,"HD196892",6072.0,4.38,-0.89,11.969,1.142,2.606,4.191,0.102,0.149,"2","none","thick",150.62,"HD196892",310.20575,-18.79258
411,"HD189625",5846.0,4.37,0.18,1.605,1.387,2.843,3.52,-0.137,0.035,"2","none","thin ",720.51,"HD189625",300.38667,-16.869
390,"HD190524",5825.0,4.45,-0.13,3.706,2.735,1.824,3.306,0.161,0.025,"2","none","thin ",143.61,"HD190524",301.45291,-15.75622
355,"HD190613",5776.0,4.29,0.0,8.582,1.435,2.027,3.508,0.088,0.024,"2","none","thin ",121.95,"HD190613",301.59955,-14.91213
412,"HD198075",5846.0,4.5,-0.24,4.041,2.949,1.848,3.26,0.004,0.036,"2","none","thin ",223.11,"HD198075",312.06329,-12.4543
662,"HD206116",6231.0,4.4,0.24,1.013,0.72,3.684,4.76,-0.104,0.042,"2","none","thin ",78.72,"HD206116",325.04935,-9.79471
380,"HD197197",5812.0,4.15,-0.46,10.121,0.352,0.859,3.874,0.051,0.034,"2","none","thick",486.02,"HD197197",310.6549,-13.09481
98,"HD196397",5378.0,4.39,0.29,4.605,3.969,1.535,2.699,-0.031,0.08,"2","none","thin ",200.0,"HD196397",309.35648,-11.87106
607,"HD197536",6105.0,4.27,-0.41,7.943,0.953,1.382,4.529,0.006,0.04,"2","none","thin ",203.82,"HD197536",311.15443,-10.49477
259,"HD195564",5676.0,4.01,0.06,7.432,0.297,0.87,3.855,-0.034,0.022,"2","none","thin ",635.57,"HD195564",308.09873,-9.85339
625,"HD199086",6149.0,4.51,0.18,0.937,0.758,3.979,4.214,-0.015,0.04,"2","none","thin ",117.94,"HD199086",313.76402,-7.17868
422,"HD200633",5853.0,4.45,0.05,2.461,1.977,2.368,3.379,-0.004,0.032,"2","none","thin ",83.1,"HD200633",316.18395,-4.8289
521,"HD199960",5973.0,4.3,0.28,2.885,0.9,2.57,4.024,-0.043,0.032,"2","none","thin ",363.55,"HD199960",315.141,-4.73026
188,"HD197210",5577.0,4.43,-0.03,3.692,3.204,0.84,2.844,-0.066,0.037,"2","none","thin ",368.92,"HD197210",310.62254,-5.30124
